date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:18	358461/358461	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202026%2011:24:47%20GMT	https://francomunoz.com/es/	C:/My%20Web%20Sites/lawyer/francomunoz.com/es/index.html	(from https://francomunoz.com/)
17:08:18	2479/2479	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Jul%202026%2022:08:18%20GMT	https://francomunoz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffrancomunoz.com%2F	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/oembed/1.0/embed978e.json	(from https://francomunoz.com/)
17:08:18	129437/129437	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22724f959869be8047b3ce870f8d125a47%22	https://francomunoz.com/feed/	C:/My%20Web%20Sites/lawyer/francomunoz.com/feed/index.html	(from https://francomunoz.com/)
17:08:18	772/772	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22724f959869be8047b3ce870f8d125a47%22	https://francomunoz.com/comments/feed/	C:/My%20Web%20Sites/lawyer/francomunoz.com/comments/feed/index.html	(from https://francomunoz.com/)
17:08:19	2684/2684	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Jul%202026%2022:08:19%20GMT	https://francomunoz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffrancomunoz.com%2F&format=xml	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/oembed/1.0/embed5642	(from https://francomunoz.com/)
17:08:20	369630/369630	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Jul%202026%2022:08:20%20GMT	https://francomunoz.com/wp-json/	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/index.html	(from https://francomunoz.com/)
17:08:20	88391/88391	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Jul%202026%2022:08:20%20GMT	https://francomunoz.com/wp-json/wp/v2/pages/16	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/wp/v2/pages/16.json	(from https://francomunoz.com/)
17:08:20	146/146	---M--	403	error ('Forbidden')	text/html	date:Wed,%2029%20Jul%202026%2022:08:20%20GMT	https://francomunoz.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/lawyer/francomunoz.com/xmlrpc0db0.php	(from https://francomunoz.com/)
17:08:20	11807/11807	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a378071-2e1f%22	https://francomunoz.com/wp-content/plugins/webp-express/js/picturefill.min.js	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/plugins/webp-express/js/picturefill.min.js	(from https://francomunoz.com/)
17:08:21	403827/403827	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jul%202026%2022:08:21%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/My%20Web%20Sites/lawyer/connect.facebook.net/en_US/fbevents.js	(from https://francomunoz.com/)
17:08:21	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2029%20Jul%202026%2022:08:22%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/lawyer/www.googletagmanager.com/gtm.c5445.delayed	(from https://francomunoz.com/)
17:08:22	5096/5096	---M--	200	added ('OK')	image/png	etag:%226648723b-13e8%22	https://francomunoz.com/wp-content/uploads/2024/05/favicon.png	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/uploads/2024/05/favicon.png	(from https://francomunoz.com/)
17:08:23	186676/186676	---MCZ	200	added ('OK')	text/html	date:Tue,%2018%20Mar%202025%2003:56:10%20GMT	https://francomunoz.com/oakland-workers-compensation-case-results/	C:/My%20Web%20Sites/lawyer/francomunoz.com/oakland-workers-compensation-case-results/index.html	(from https://francomunoz.com/)
17:08:23	226243/226243	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2004:12:38%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/index.html	(from https://francomunoz.com/)
17:08:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202026%2022:08:23%20GMT	https://francomunoz.com/workers-compensation/oakland-amazon-workers-compensation-attorneys	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/oakland-amazon-workers-compensation-attorneys	(from https://francomunoz.com/)
17:08:24	192707/192707	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202026%2011:19:15%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/executive-team/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/executive-team/index.html	(from https://francomunoz.com/)
17:08:24	199017/199017	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Jul%202025%2013:13:17%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/mission-statement/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/mission-statement/index.html	(from https://francomunoz.com/)
17:08:25	67551/67551	---M--	200	added ('OK')	image/jpeg	etag:%2269c270ac-107df%22	https://francomunoz.com/wp-content/uploads/2026/03/Banner.jpg	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/uploads/2026/03/Banner.jpg	(from https://francomunoz.com/)
17:08:25	182256/182256	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Apr%202026%2017:21:59%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/california-workers-compensation-attorneys/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/california-workers-compensation-attorneys/index.html	(from https://francomunoz.com/)
17:08:26	195855/195855	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2008:12:28%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/careers/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/careers/index.html	(from https://francomunoz.com/)
17:08:26	170673/170673	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Mar%202025%2004:49:02%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/attorneyreferrals/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/attorneyreferrals/index.html	(from https://francomunoz.com/)
17:08:27	267438/267438	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2007:23:05%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/newsroom/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/newsroom/index.html	(from https://francomunoz.com/)
17:08:27	164950/164950	---MCZ	200	added ('OK')	text/html	date:Mon,%2025%20Nov%202024%2005:59:44%20GMT	https://francomunoz.com/top-workers-compensation-lawyers-california/diversity-equity-inclusion/	C:/My%20Web%20Sites/lawyer/francomunoz.com/top-workers-compensation-lawyers-california/diversity-equity-inclusion/index.html	(from https://francomunoz.com/)
17:08:27	171679/171679	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2018:56:42%20GMT	https://francomunoz.com/workers-compensation/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/index.html	(from https://francomunoz.com/)
17:08:27	4026/4026	---M--	200	added ('OK')	image/webp	etag:%2267d7b93a-fba%22	https://francomunoz.com/wp-content/uploads/2025/03/orange-quote.webp	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/uploads/2025/03/orange-quote.webp	(from https://francomunoz.com/)
17:08:28	178362/178362	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2013:06:15%20GMT	https://francomunoz.com/workers-compensation/oakland-amazon-workers-compensation-attorney/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/oakland-amazon-workers-compensation-attorney/index.html	(from https://francomunoz.com/)
17:08:28	186033/186033	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2020:16:26%20GMT	https://francomunoz.com/workers-compensation/brain-injuries/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/brain-injuries/index.html	(from https://francomunoz.com/)
17:08:29	23460/23460	---MCZ	200	added ('OK')	application/javascript	etag:W/%226a5c6b6a-5ba4%22	https://francomunoz.com/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=4.2.0	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.minae82.js	(from https://francomunoz.com/)
17:08:29	177222/177222	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2020:57:05%20GMT	https://francomunoz.com/workers-compensation/auto-workers/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/auto-workers/index.html	(from https://francomunoz.com/)
17:08:31	173317/173317	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2021:19:57%20GMT	https://francomunoz.com/workers-compensation/motor-vehicle-accidents/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/motor-vehicle-accidents/index.html	(from https://francomunoz.com/)
17:08:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202026%2022:08:30%20GMT	http://cdn.callrail.com/companies/666023567/wp-0-5-3/swap.js?ver=7.0.2	C:/My%20Web%20Sites/lawyer/cdn.callrail.com/companies/666023567/wp-0-5-3/swap.1242a0.delayed	(from https://francomunoz.com/)
17:08:31	177013/177013	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2023:34:19%20GMT	https://francomunoz.com/workers-compensation/heart-injuries/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/heart-injuries/index.html	(from https://francomunoz.com/)
17:08:31	188401/188401	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2023:48:05%20GMT	https://francomunoz.com/workers-compensation/how-do-i-close-my-workers-comp-case/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/how-do-i-close-my-workers-comp-case/index.html	(from https://francomunoz.com/)
17:08:32	175805/175805	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2007:34:06%20GMT	https://francomunoz.com/workers-compensation/construction-accidents/crane-accidents/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/construction-accidents/crane-accidents/index.html	(from https://francomunoz.com/)
17:08:33	194037/194037	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202026%2003:39:52%20GMT	https://francomunoz.com/workers-compensation/construction-accidents/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/construction-accidents/index.html	(from https://francomunoz.com/)
17:08:34	43421/43421	---MCZ	200	added ('OK')	text/javascript	etag:W/%224ef9befc3df054e0ad6833b9f2bc5bd5%22	https://cdn.callrail.com/companies/666023567/wp-0-5-3/swap.js?ver=7.0.2	C:/My%20Web%20Sites/lawyer/cdn.callrail.com/companies/666023567/wp-0-5-3/swap42a0.js	(from https://francomunoz.com/)
17:08:34	179245/179245	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2012:18:56%20GMT	https://francomunoz.com/workers-compensation/construction-accidents/forklift-accidents/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/construction-accidents/forklift-accidents/index.html	(from https://francomunoz.com/)
17:08:35	179211/179211	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Apr%202026%2007:35:17%20GMT	https://francomunoz.com/workers-compensation/construction-accidents/welding-accidents/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/construction-accidents/welding-accidents/index.html	(from https://francomunoz.com/)
17:08:35	192350/192350	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20Mar%202026%2004:39:23%20GMT	https://francomunoz.com/workers-compensation/professional-athletes/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/professional-athletes/index.html	(from https://francomunoz.com/)
17:08:36	186498/186498	---MCZ	200	added ('OK')	text/html	date:Sun,%2022%20Mar%202026%2007:32:18%20GMT	https://francomunoz.com/personal-injury/	C:/My%20Web%20Sites/lawyer/francomunoz.com/personal-injury/index.html	(from https://francomunoz.com/)
17:08:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202026%2022:08:36%20GMT	https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/i	C:/My%20Web%20Sites/lawyer/francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/i	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:36	187670/187670	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2019:16:36%20GMT	https://francomunoz.com/personal-injury/traumatic-brain-injury-lawyer-california/	C:/My%20Web%20Sites/lawyer/francomunoz.com/personal-injury/traumatic-brain-injury-lawyer-california/index.html	(from https://francomunoz.com/)
17:08:36	3714/3714	---M--	200	added ('OK')	image/webp	etag:%22664b2fe2-e82%22	https://francomunoz.com/wp-content/webp-express/webp-images/doc-root/wp-content/themes/Franco/images/site-logo.png.webp	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/webp-express/webp-images/doc-root/wp-content/themes/Franco/images/site-logo.png.webp	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:37	177485/177485	---MCZ	200	added ('OK')	text/html	date:Sun,%2019%20Apr%202026%2018:53:28%20GMT	https://francomunoz.com/workers-compensation/workers-compensation-what-to-do-after-work-injury-california/	C:/My%20Web%20Sites/lawyer/francomunoz.com/workers-compensation/workers-compensation-what-to-do-after-work-injury-california/index.html	(from https://francomunoz.com/)
17:08:38	185704/185704	---MCZ	200	added ('OK')	text/html	date:Sun,%2016%20Mar%202025%2023:10:17%20GMT	https://francomunoz.com/personal-injury/car-accident-lawyers/	C:/My%20Web%20Sites/lawyer/francomunoz.com/personal-injury/car-accident-lawyers/index.html	(from https://francomunoz.com/)
17:08:38	3154/3154	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Jul%202026%2022:08:38%20GMT	https://francomunoz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffrancomunoz.com%2Fi-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d%2F	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/oembed/1.0/embed630c.json	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:39	179364/179364	---MCZ	200	added ('OK')	text/html	date:Tue,%2021%20Apr%202026%2012:40:36%20GMT	https://francomunoz.com/locations/	C:/My%20Web%20Sites/lawyer/francomunoz.com/locations/index.html	(from https://francomunoz.com/)
17:08:39	188373/188373	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Jan%202025%2013:08:51%20GMT	https://francomunoz.com/personal-injury/wildfires/	C:/My%20Web%20Sites/lawyer/francomunoz.com/personal-injury/wildfires/index.html	(from https://francomunoz.com/)
17:08:40	247115/247115	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2008:00:16%20GMT	https://francomunoz.com/concord-workers-compensation-attorneys/	C:/My%20Web%20Sites/lawyer/francomunoz.com/concord-workers-compensation-attorneys/index.html	(from https://francomunoz.com/)
17:08:41	3308/3308	---MCZ	200	added ('OK')	text/xml	date:Wed,%2029%20Jul%202026%2022:08:40%20GMT	https://francomunoz.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffrancomunoz.com%2Fi-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d%2F&format=xml	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/oembed/1.0/embed3488	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:41	249049/249049	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Mar%202026%2022:12:58%20GMT	https://francomunoz.com/oakland-workers-compensation/	C:/My%20Web%20Sites/lawyer/francomunoz.com/oakland-workers-compensation/index.html	(from https://francomunoz.com/)
17:08:42	195778/195778	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2007:58:44%20GMT	https://francomunoz.com/marin-county-workers-compensation-attorneys/	C:/My%20Web%20Sites/lawyer/francomunoz.com/marin-county-workers-compensation-attorneys/index.html	(from https://francomunoz.com/)
17:08:42	269769/269769	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2007:57:01%20GMT	https://francomunoz.com/san-mateo-workers-compensation-attorneys/	C:/My%20Web%20Sites/lawyer/francomunoz.com/san-mateo-workers-compensation-attorneys/index.html	(from https://francomunoz.com/)
17:08:43	16307/16307	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Jul%202026%2022:08:42%20GMT	https://francomunoz.com/wp-json/wp/v2/posts/408	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-json/wp/v2/posts/408.json	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:43	181680/181680	---MCZ	200	added ('OK')	text/html	date:Thu,%2012%20Mar%202026%2008:11:07%20GMT	https://francomunoz.com/resources/	C:/My%20Web%20Sites/lawyer/francomunoz.com/resources/index.html	(from https://francomunoz.com/)
17:08:44	221059/221059	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Apr%202026%2010:44:34%20GMT	https://francomunoz.com/san-jose-workers-compensation-attorneys/	C:/My%20Web%20Sites/lawyer/francomunoz.com/san-jose-workers-compensation-attorneys/index.html	(from https://francomunoz.com/)
17:08:44	165258/165258	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202018%2009:51:45%20GMT	https://francomunoz.com/testimonials/brian/	C:/My%20Web%20Sites/lawyer/francomunoz.com/testimonials/brian/index.html	(from https://francomunoz.com/)
17:08:44	15776/15776	---M--	200	added ('OK')	image/png	etag:%226648723b-3da0%22	https://francomunoz.com/wp-content/themes/Franco/images/site-logo.png	C:/My%20Web%20Sites/lawyer/francomunoz.com/wp-content/themes/Franco/images/site-logo.png	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:47	166455/166455	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202018%2009:52:33%20GMT	https://francomunoz.com/testimonials/john/	C:/My%20Web%20Sites/lawyer/francomunoz.com/testimonials/john/index.html	(from https://francomunoz.com/)
17:08:47	166531/166531	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jan%202018%2009:51:59%20GMT	https://francomunoz.com/testimonials/chris/	C:/My%20Web%20Sites/lawyer/francomunoz.com/testimonials/chris/index.html	(from https://francomunoz.com/)
17:08:49	195057/195057	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jul%202026%2020:59:47%20GMT	https://francomunoz.com/can-you-be-fired-for-filing-a-workers-compensation-claim-in-california/	C:/My%20Web%20Sites/lawyer/francomunoz.com/can-you-be-fired-for-filing-a-workers-compensation-claim-in-california/index.html	(from https://francomunoz.com/)
17:08:51	181966/181966	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jun%202026%2005:21:26%20GMT	https://francomunoz.com/the-initial-physical-aggressor-defense/	C:/My%20Web%20Sites/lawyer/francomunoz.com/the-initial-physical-aggressor-defense/index.html	(from https://francomunoz.com/)
17:08:51	207673/207673	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jun%202026%2019:09:24%20GMT	https://francomunoz.com/can-you-go-on-vacation-while-receiving-workers-compensation-benefits/	C:/My%20Web%20Sites/lawyer/francomunoz.com/can-you-go-on-vacation-while-receiving-workers-compensation-benefits/index.html	(from https://francomunoz.com/)
17:08:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202026%2022:08:43%20GMT	https://francomunoz.com/attorneys/	C:/My%20Web%20Sites/lawyer/francomunoz.com/attorneys/index.html	(from https://francomunoz.com/)
17:08:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202026%2022:08:50%20GMT	https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/Firefox/	C:/My%20Web%20Sites/lawyer/francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-m/Firefox/index.html	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2029%20Jul%202026%2022:08:52%20GMT	https://francomunoz.com/es/i	C:/My%20Web%20Sites/lawyer/francomunoz.com/es/i	(from https://francomunoz.com/es/)
17:08:55	203307/203307	---MCZ	200	added ('OK')	text/html	date:Wed,%2012%20Mar%202025%2000:26:39%20GMT	https://francomunoz.com/es/i-have-a-union-job-is-there-a-law-saying-i-have-to-quit-to-settle-my-case-with-compromise-and-release-i-dont-want-to-quit-the-current-adjuster-states-i-do-have-to-quit-what-do-i-do/	C:/My%20Web%20Sites/lawyer/francomunoz.com/es/i-have-a-union-job-is-there-a-law-saying-i-have-to-quit-to-settle-my-case-with-compromise-and-release-i-dont-want-to-quit-the-current-adjuster-states-i-do-have-to-quit-what-do-i-do/index.html	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:55	175115/175115	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2022:08:53%20GMT	https://francomunoz.com/category/compromise-and-release/	C:/My%20Web%20Sites/lawyer/francomunoz.com/category/compromise-and-release/index.html	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:55	187079/187079	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Jul%202026%2022:08:53%20GMT	https://francomunoz.com/category/settlement/	C:/My%20Web%20Sites/lawyer/francomunoz.com/category/settlement/index.html	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Aug%202018%2005:31:26%20GMT	https://francomunoz.com/?p=408	C:/My%20Web%20Sites/lawyer/francomunoz.com/index43fc.html	(from https://francomunoz.com/i-have-a-union-job-is-there-a-law-that-says-i-must-resign-to-settle-my-case-with-a-compromise-release-i-do-not-want-to-resign-the-current-adjuster-says-i-need-to-resign-to-settle-what-should-i-d/)
17:08:56	2518/2518	---MCZ	200	added ('OK')	application/json	date:Wed,%2029%20Jul%202026%2022:08:56%20GMT	https://francomunoz.com/es/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ffrancomunoz.com%2Fes%2F	C:/My%20Web%20Sites/lawyer/francomunoz.com/es/wp-json/oembed/1.0/embed541d.json	(from https://francomunoz.com/es/)
